SOTA Summits List (Date=05/06/2026)
SummitCode,AssociationName,RegionName,SummitName,AltM,AltFt,GridRef1,GridRef2,Longitude,Latitude,Points,BonusPoints,ValidFrom,ValidTo,ActivationCount,ActivationDate,ActivationCall
VK2/ST-016,"Australia - NSW","Southern Tablelands","Gibraltar Hill",1128,3701,149.1777,-35.5675,149.17770,-35.56750,6,0,01/09/2013,31/12/2099,12,13/03/2016,VK1RX
VK2/ST-017,"Australia - NSW","Southern Tablelands","Mt Wee Jasper",1121,3678,148.6353,-35.1615,148.63530,-35.16150,6,0,01/09/2013,31/12/2099,39,01/01/2026,VK1RT
VK2/ST-018,"Australia - NSW","Southern Tablelands","Currockbilly Mountain",1115,3658,150.0361,-35.4072,150.03610,-35.40720,6,0,01/09/2013,31/12/2099,0,,
VK2/ST-019,"Australia - NSW","Southern Tablelands","Mt Molonglo",1114,3655,149.3237,-35.4742,149.32370,-35.47420,6,0,01/09/2013,31/12/2099,1,20/05/2014,VK2CU/P
VK2/ST-020,"Australia - NSW","Southern Tablelands",Fairfield,1072,3517,149.6187,-35.7485,149.61870,-35.74850,6,0,01/09/2013,31/12/2099,1,21/09/2014,VK2TWR/P
VK2/ST-021,"Australia - NSW","Southern Tablelands",Berlang,1061,3481,149.6821,-35.6859,149.68210,-35.68590,6,0,01/09/2013,31/12/2099,3,17/05/2017,VK2MWP
VK2/ST-022,"Australia - NSW","Southern Tablelands","Wyanbene Caves Mt",1055,3461,149.6817,-35.803,149.68170,-35.80300,6,0,01/09/2013,31/12/2099,4,14/01/2015,VK1NAM/2
VK2/ST-023,"Australia - NSW","Southern Tablelands","Oakey Creek Firetrail",1052,3451,149.8757,-35.6491,149.87570,-35.64910,6,0,01/09/2013,31/12/2099,7,17/09/2023,VK1MIC
VK2/ST-024,"Australia - NSW","Southern Tablelands",Monga,1025,3363,149.9352,-35.6108,149.93520,-35.61080,6,0,01/09/2013,31/12/2099,0,,
VK2/ST-025,"Australia - NSW","Southern Tablelands",Allianoyonyiga,1017,3337,149.5816,-35.0259,149.58160,-35.02590,6,0,01/09/2013,31/12/2099,0,,
VK2/ST-026,"Australia - NSW","Southern Tablelands",VK2/ST-026,1005,3297,150.014,-35.438,150.01401,-35.43800,6,0,01/09/2013,31/12/2099,1,09/06/2023,VK2BNY
VK2/ST-027,"Australia - NSW","Southern Tablelands","Cooranbene Mountain",981,3219,149.761,-35.7902,149.76100,-35.79020,6,0,01/09/2013,31/12/2099,0,,
VK2/ST-028,"Australia - NSW","Southern Tablelands","Barren Jack",968,3176,148.6092,-34.955,148.60921,-34.95500,6,0,01/09/2013,31/12/2099,0,,
VK2/ST-029,"Australia - NSW","Southern Tablelands",RoseGlen,963,3159,149.4428,-34.9908,149.44279,-34.99080,6,0,01/09/2013,31/12/2099,1,09/03/2014,VK1RX/P
VK2/ST-030,"Australia - NSW","Southern Tablelands",Bettowynd,962,3156,149.7265,-35.7316,149.72650,-35.73160,6,0,01/09/2013,31/12/2099,0,,
VK2/ST-031,"Australia - NSW","Southern Tablelands","Black Andrew Mtn",935,3068,148.5817,-35.0226,148.58170,-35.02260,6,0,01/09/2013,31/12/2099,0,,
VK2/ST-032,"Australia - NSW","Southern Tablelands",Bunhybee,935,3068,149.619,-35.6699,149.61900,-35.66990,6,0,01/09/2013,31/12/2099,1,21/09/2014,VK2TWR/P
VK2/ST-033,"Australia - NSW","Southern Tablelands","Mount Hoddle",910,2986,150.158,-35.2444,150.15800,-35.24440,6,0,01/09/2013,31/12/2099,0,,
VK2/ST-034,"Australia - NSW","Southern Tablelands","Mt Gillamatong",900,2953,149.7723,-35.4556,149.77229,-35.45560,6,0,01/09/2013,31/12/2099,61,08/05/2026,VK1RX
VK2/ST-035,"Australia - NSW","Southern Tablelands","Wog Wog Mountain",888,2913,150.0678,-35.3092,150.06779,-35.30920,4,0,01/09/2013,31/12/2099,1,05/03/2025,VK1RX
VK2/ST-036,"Australia - NSW","Southern Tablelands","Spring Hill",876,2874,149.0839,-35.0944,149.08389,-35.09440,4,0,01/09/2013,31/12/2099,62,19/04/2026,VK1RX
VK2/ST-037,"Australia - NSW","Southern Tablelands","Quiltys Mountain",871,2858,150.1852,-35.2082,150.18520,-35.20820,4,0,01/09/2013,31/12/2099,0,,
VK2/ST-038,"Australia - NSW","Southern Tablelands",Carroll,869,2851,148.6817,-34.9183,148.68170,-34.91830,4,0,01/09/2013,31/12/2099,0,,
VK2/ST-039,"Australia - NSW","Southern Tablelands","Mt Marulan",868,2848,149.9167,-34.7867,149.91670,-34.78670,4,0,01/09/2013,31/12/2099,22,12/09/2023,VK5DG/2
VK2/ST-040,"Australia - NSW","Southern Tablelands","Black Range",843,2766,148.7286,-34.8193,148.72861,-34.81930,4,0,01/09/2013,31/12/2099,4,06/06/2021,VK1DA
VK2/ST-041,"Australia - NSW","Southern Tablelands",Hollywood,815,2674,149.1124,-34.3947,149.11240,-34.39470,4,0,01/09/2013,31/12/2099,1,10/09/2014,VK2CU/P
VK2/ST-042,"Australia - NSW","Southern Tablelands","Mount Bowning",792,2598,148.831,-34.7776,148.83099,-34.77760,4,0,01/09/2013,31/12/2099,31,14/09/2025,VK1DA/P
VK2/ST-043,"Australia - NSW","Southern Tablelands",VK2/ST-043,790,2592,148.5549,-34.964,148.55490,-34.96400,4,0,01/09/2013,31/12/2099,0,,
VK2/ST-044,"Australia - NSW","Southern Tablelands","Bobbara Mountain",753,2470,148.5903,-34.6393,148.59030,-34.63930,4,0,01/09/2013,31/12/2099,38,09/03/2026,VK1RX
VK2/ST-045,"Australia - NSW","Southern Tablelands","Dwyers Hill",744,2441,148.5776,-34.8835,148.57761,-34.88350,4,0,01/09/2013,31/12/2099,0,,
VK2/ST-046,"Australia - NSW","Southern Tablelands",VK2/ST-046,735,2411,148.5123,-34.8719,148.51230,-34.87190,4,0,01/09/2013,31/12/2099,0,,
VK2/ST-047,"Australia - NSW","Southern Tablelands","King Hill",731,2398,148.6839,-34.7819,148.68390,-34.78190,4,0,01/09/2013,31/12/2099,0,,
VK2/ST-048,"Australia - NSW","Southern Tablelands","Parlour Hill",710,2329,148.6978,-35.0281,148.69780,-35.02810,4,0,01/09/2013,31/12/2099,0,,
VK2/ST-049,"Australia - NSW","Southern Tablelands","Benmanang South",488,1601,149.8269,-35.7088,149.82690,-35.70880,1,0,01/09/2013,31/12/2099,0,,
VK2/ST-050,"Australia - NSW","Southern Tablelands","Benmanang North",420,1378,149.8242,-35.6906,149.82420,-35.69060,1,0,01/09/2013,31/12/2099,0,,
VK2/ST-051,"Australia - NSW","Southern Tablelands","Carangle Mountain",910,2986,149.3633,-34.935,149.36330,-34.93500,6,0,01/12/2014,31/12/2099,3,26/04/2015,VK1RX
VK2/ST-052,"Australia - NSW","Southern Tablelands","Towrang Range",873,2864,149.82,-34.7818,149.82001,-34.78180,4,0,01/12/2014,31/12/2099,1,09/08/2015,VK2IO/P
VK2/ST-053,"Australia - NSW","Southern Tablelands","Mt Mundoonen",810,2657,149.0421,-34.8285,149.04210,-34.82850,4,0,01/12/2014,31/12/2099,165,30/04/2026,VK/ZL2AJ
VK2/SW-001,"Australia - NSW","South West Slopes",Jounama,1699,5574,148.4654,-35.5634,148.46539,-35.56340,10,3,01/09/2013,31/12/2099,1,22/02/2014,VK2TWR/P
VK2/SW-002,"Australia - NSW","South West Slopes","Jagumba Mountain",1665,5463,148.265,-36.0137,148.26500,-36.01370,10,3,01/09/2013,31/12/2099,2,06/02/2015,VK2QR/P
VK2/SW-003,"Australia - NSW","South West Slopes","Mount Jackson",1641,5384,148.7008,-35.5783,148.70081,-35.57830,10,3,01/09/2013,31/12/2099,4,12/12/2017,VK2QR
VK2/SW-004,"Australia - NSW","South West Slopes","Yarrangobilly Mountain",1632,5354,148.5207,-35.6821,148.52071,-35.68210,10,3,01/09/2013,31/12/2099,6,01/01/2015,VK2QR/P
VK2/SW-005,"Australia - NSW","South West Slopes","Big Plain Peak",1631,5351,148.4634,-35.5519,148.46339,-35.55190,10,3,01/09/2013,31/12/2099,1,23/02/2014,VK2TWR/P
VK2/SW-006,"Australia - NSW","South West Slopes",Lampe,1621,5318,148.4254,-35.5206,148.42540,-35.52060,10,3,01/09/2013,31/12/2099,0,,
VK2/SW-007,"Australia - NSW","South West Slopes","Peppercorn Hill",1616,5302,148.6096,-35.5677,148.60960,-35.56770,10,3,01/09/2013,31/12/2099,7,20/05/2016,VK1MBE
VK2/SW-008,"Australia - NSW","South West Slopes","Fiery Range 1610",1611,5285,148.5845,-35.557,148.58450,-35.55700,10,3,01/09/2013,31/12/2099,2,09/02/2015,VK2QR/P
VK2/SW-009,"Australia - NSW","South West Slopes","Pillared Rock Ridge",1611,5285,148.4327,-35.5353,148.43269,-35.53530,10,3,01/09/2013,31/12/2099,0,,
VK2/SW-010,"Australia - NSW","South West Slopes","Mount Black Jack",1604,5262,148.3251,-35.9741,148.32510,-35.97410,10,3,01/09/2013,31/12/2099,15,01/01/2019,VK3BCM/2
VK2/SW-011,"Australia - NSW","South West Slopes",Michelago,1585,5200,148.4696,-35.5992,148.46960,-35.59920,10,3,01/09/2013,31/12/2099,1,23/02/2014,VK2TWR/P
VK2/SW-012,"Australia - NSW","South West Slopes","Black Mountain",1512,4961,148.7004,-35.6373,148.70039,-35.63730,10,3,01/09/2013,31/12/2099,1,28/08/2015,VK2QR
VK2/SW-013,"Australia - NSW","South West Slopes","Numbananga Peak",1501,4925,148.4121,-35.5006,148.41209,-35.50060,10,3,01/09/2013,31/12/2099,0,,
VK2/SW-014,"Australia - NSW","South West Slopes","Big Dubbo Hill",1458,4783,148.6026,-35.4146,148.60260,-35.41460,8,3,01/09/2013,31/12/2099,2,18/09/2020,VK1HAB
VK2/SW-015,"Australia - NSW","South West Slopes","Granite Mountain",1445,4741,148.2186,-35.7254,148.21860,-35.72540,8,3,01/09/2013,31/12/2099,27,14/02/2021,VK2IO/P
VK2/SW-016,"Australia - NSW","South West Slopes","Granuaille Mountain",1429,4688,148.1176,-36.4383,148.11760,-36.43830,8,3,01/09/2013,31/12/2099,0,,
VK2/SW-017,"Australia - NSW","South West Slopes","Fiery Range 1410",1427,4682,148.6318,-35.4559,148.63181,-35.45590,8,3,01/09/2013,31/12/2099,1,18/09/2020,VK1HAB
VK2/SW-018,"Australia - NSW","South West Slopes","Mount Bramina",1411,4629,148.6884,-35.3974,148.68840,-35.39740,8,3,01/09/2013,31/12/2099,3,17/09/2020,VK1HAB
VK2/SW-019,"Australia - NSW","South West Slopes","Mount Hovell",1396,4580,148.361,-35.4237,148.36099,-35.42370,8,3,01/09/2013,31/12/2099,2,28/09/2015,VK2QR
VK2/SW-020,"Australia - NSW","South West Slopes","Bogong Mountain Range",1392,4567,148.3634,-35.4544,148.36340,-35.45440,8,3,01/09/2013,31/12/2099,2,28/09/2015,VK2QR
VK2/SW-021,"Australia - NSW","South West Slopes","Pilot Reef Mountain",1380,4528,148.2973,-35.8387,148.29730,-35.83870,8,3,01/09/2013,31/12/2099,24,28/10/2025,VK3PF
VK2/SW-022,"Australia - NSW","South West Slopes","Black Bottle Mountain",1363,4472,148.6796,-35.4322,148.67960,-35.43220,8,3,01/09/2013,31/12/2099,0,,
VK2/SW-023,"Australia - NSW","South West Slopes","Pretty Sally Ridge",1343,4406,148.4639,-35.4772,148.46390,-35.47720,8,3,01/09/2013,31/12/2099,0,,
VK2/SW-024,"Australia - NSW","South West Slopes",VK2/SW-024,1253,4111,148.6416,-35.3197,148.64160,-35.31970,8,3,01/09/2013,30/11/2014,2,19/10/2014,VK2QR/P
VK2/SW-025,"Australia - NSW","South West Slopes","Murphys Ridge",1251,4104,148.4912,-35.3709,148.49120,-35.37090,8,3,01/09/2013,31/12/2099,0,,
VK2/SW-026,"Australia - NSW","South West Slopes","Yankee Ned Hill",1237,4058,148.5204,-35.2692,148.52040,-35.26920,8,3,01/09/2013,31/12/2099,26,03/08/2019,VK1DA
VK2/SW-027,"Australia - NSW","South West Slopes","Mount Tumorrama",1218,3996,148.5001,-35.2393,148.50011,-35.23930,8,3,01/09/2013,31/12/2099,64,23/10/2025,VK1DA/P
VK2/SW-028,"Australia - NSW","South West Slopes","Snow Gum Mountain",1179,3868,148.6676,-35.2605,148.66760,-35.26050,6,0,01/09/2013,31/12/2099,50,11/04/2026,VK1AD
VK2/SW-029,"Australia - NSW","South West Slopes","Tumbarumba Hill",1119,3671,148.0484,-35.7823,148.04840,-35.78230,6,0,01/09/2013,31/12/2099,3,15/12/2024,VK1HF
VK2/SW-030,"Australia - NSW","South West Slopes","Mount Ikes",1061,3481,147.9491,-35.898,147.94910,-35.89800,6,0,01/09/2013,31/12/2099,7,13/02/2021,VK2IO/P
VK2/SW-031,"Australia - NSW","South West Slopes","Roaring May Mountain",1044,3425,148.1678,-36.04,148.16780,-36.04000,6,0,01/09/2013,31/12/2099,0,,
VK2/SW-032,"Australia - NSW","South West Slopes","Fredricks Ridge",1019,3343,148.1535,-35.9424,148.15350,-35.94240,6,0,01/09/2013,31/12/2099,3,29/01/2016,VK2QR
VK2/SW-033,"Australia - NSW","South West Slopes","Sheep Station Ridge",1002,3287,148.37,-35.7906,148.37000,-35.79060,6,0,01/09/2013,31/12/2099,0,,
VK2/SW-034,"Australia - NSW","South West Slopes","Billapaloola State Forest",1001,3284,148.4168,-35.2624,148.41679,-35.26240,6,0,01/09/2013,31/12/2099,34,23/10/2025,VK1DA/P
VK2/SW-035,"Australia - NSW","South West Slopes","Indi Range",1000,3281,148.0726,-36.2777,148.07260,-36.27770,6,0,01/09/2013,31/12/2099,4,29/01/2016,VK2QR
VK2/SW-036,"Australia - NSW","South West Slopes","Tumorrama Hill",948,3110,148.457,-35.189,148.45700,-35.18900,6,0,01/09/2013,31/12/2099,29,23/10/2025,VK1DA/P
VK2/SW-037,"Australia - NSW","South West Slopes","Black Range",944,3097,148.0099,-35.7178,148.00990,-35.71780,6,0,01/09/2013,31/12/2099,0,,
VK2/SW-038,"Australia - NSW","South West Slopes","Oak Hill",929,3048,147.878,-35.9131,147.87801,-35.91310,6,0,01/09/2013,31/12/2099,0,,
VK2/SW-039,"Australia - NSW","South West Slopes","Maragle Mountain",923,3028,148.097,-35.8816,148.09700,-35.88160,6,0,01/09/2013,31/12/2099,1,05/04/2014,VK2QR
VK2/SW-040,"Australia - NSW","South West Slopes","Mount Darling Range",844,2769,148.9801,-34.0459,148.98010,-34.04590,4,0,01/09/2013,31/12/2099,0,,
VK2/SW-041,"Australia - NSW","South West Slopes","Mount Darling",835,2740,148.9389,-34.1054,148.93890,-34.10540,4,0,01/09/2013,31/12/2099,1,07/06/2014,VK2CU/P
VK2/SW-042,"Australia - NSW","South West Slopes",Holman,835,2740,147.7819,-35.8797,147.78191,-35.87970,4,0,01/09/2013,31/12/2099,0,,
VK2/SW-043,"Australia - NSW","South West Slopes",Wereboldera,831,2726,148.2166,-35.3603,148.21660,-35.36030,4,0,01/09/2013,31/12/2099,10,27/10/2025,VK3PF
VK2/SW-044,"Australia - NSW","South West Slopes","Bald Hill",807,2648,148.2779,-35.2036,148.27789,-35.20360,4,0,01/09/2013,31/12/2099,0,,
VK2/SW-045,"Australia - NSW","South West Slopes",Coppabella,801,2628,148.5556,-34.7369,148.55560,-34.73690,4,0,01/09/2013,31/12/2099,0,,
VK2/SW-046,"Australia - NSW","South West Slopes","Bago Mountain",796,2612,147.9493,-35.5498,147.94930,-35.54980,4,0,01/09/2013,31/12/2099,0,,
VK2/SW-047,"Australia - NSW","South West Slopes","Near Mount Blowering",791,2595,148.2721,-35.3932,148.27209,-35.39320,4,0,01/09/2013,31/12/2099,2,31/07/2016,VK2QR
VK2/SW-048,"Australia - NSW","South West Slopes","Coppabella Hills",783,2569,148.5299,-34.7447,148.52991,-34.74470,4,0,01/09/2013,31/12/2099,0,,
VK2/SW-049,"Australia - NSW","South West Slopes",Wondalga,767,2516,148.1067,-35.3653,148.10670,-35.36530,4,0,01/09/2013,31/12/2099,1,22/10/2014,VK2QR/P
VK2/SW-050,"Australia - NSW","South West Slopes","Minjary Mountain",762,2500,148.1255,-35.2274,148.12550,-35.22740,4,0,01/09/2013,31/12/2099,0,,
VK2/SW-051,"Australia - NSW","South West Slopes","Gurkeroo Ridge",759,2490,148.2637,-35.5775,148.26370,-35.57750,4,0,01/09/2013,31/12/2099,7,04/03/2016,VK2QR
VK2/SW-052,"Australia - NSW","South West Slopes","Ellerslie Range",746,2448,147.8944,-35.4017,147.89439,-35.40170,4,0,01/09/2013,31/12/2099,0,,
VK2/SW-053,"Australia - NSW","South West Slopes","Mount Pleasant",723,2372,149.0242,-34.0241,149.02420,-34.02410,4,0,01/09/2013,31/12/2099,0,,
VK2/SW-054,"Australia - NSW","South West Slopes","Mount Burra",722,2369,147.9981,-34.9722,147.99809,-34.97220,4,0,01/09/2013,31/12/2099,0,,
VK2/SW-055,"Australia - NSW","South West Slopes",Nananjte,716,2349,148.4844,-34.9335,148.48441,-34.93350,4,0,01/09/2013,31/12/2099,0,,
VK2/SW-056,"Australia - NSW","South West Slopes","Dananbilla Ridge",715,2346,148.49,-34.2085,148.49001,-34.20850,4,0,01/09/2013,31/12/2099,0,,
VK2/SW-057,"Australia - NSW","South West Slopes","Above Rimmers Hill",711,2333,148.0987,-35.33,148.09869,-35.33000,4,0,01/09/2013,31/12/2099,1,28/10/2014,VK2QR/P
VK2/SW-058,"Australia - NSW","South West Slopes","Tabletop Mountain",700,2297,148.1589,-35.287,148.15891,-35.28700,4,0,01/09/2013,31/12/2099,1,28/10/2014,VK2QR/P
VK2/SW-059,"Australia - NSW","South West Slopes","Mother Wilsons Hill",693,2274,148.0547,-36.1145,148.05470,-36.11450,2,0,01/09/2013,31/12/2099,0,,
VK2/SW-060,"Australia - NSW","South West Slopes","Lighthouse Mountain",691,2267,148.0459,-36.0835,148.04590,-36.08350,2,0,01/09/2013,31/12/2099,0,,
VK2/SW-061,"Australia - NSW","South West Slopes",VK2/SW-061,689,2260,148.1616,-34.739,148.16161,-34.73900,2,0,01/09/2013,31/12/2099,0,,
VK2/SW-062,"Australia - NSW","South West Slopes","Ponds Mountain",685,2247,148.528,-34.8876,148.52800,-34.88760,2,0,01/09/2013,31/12/2099,0,,
VK2/SW-063,"Australia - NSW","South West Slopes","Mount Crowther",675,2215,148.4411,-34.0496,148.44110,-34.04960,2,0,01/09/2013,31/12/2099,1,22/04/2015,VK2JDL/P
VK2/SW-064,"Australia - NSW","South West Slopes","Brungle Bald Hill",674,2211,148.2731,-35.1659,148.27310,-35.16590,2,0,01/09/2013,31/12/2099,0,,
VK2/SW-065,"Australia - NSW","South West Slopes",Bangancang,666,2185,147.9797,-35.2338,147.97971,-35.23380,2,0,01/09/2013,31/12/2099,0,,
VK2/SW-066,"Australia - NSW","South West Slopes","Dananbilla Ridge",651,2136,148.4847,-34.2614,148.48470,-34.26140,2,0,01/09/2013,31/12/2099,0,,
VK2/SW-067,"Australia - NSW","South West Slopes","Eurobin Ridge",590,1936,148.1464,-35.1804,148.14639,-35.18040,2,0,01/09/2013,31/12/2099,0,,
VK2/SW-068,"Australia - NSW","South West Slopes","Mooney Mooney Range",574,1883,148.2183,-34.9201,148.21831,-34.92010,2,0,01/09/2013,31/12/2099,0,,
VK2/SW-069,"Australia - NSW","South West Slopes","Point 559 Greg Greg",555,1821,148.078,-36.0585,148.07800,-36.05850,2,0,01/09/2013,31/12/2099,0,,
VK2/SW-070,"Australia - NSW","South West Slopes",Liff,536,1759,148.2577,-34.9993,148.25771,-34.99930,2,0,01/09/2013,31/12/2099,0,,
VK2/SW-071,"Australia - NSW","South West Slopes","Gogobilly Hill",530,1739,147.7811,-34.527,147.78110,-34.52700,2,0,01/09/2013,31/12/2099,0,,
VK2/SW-072,"Australia - NSW","South West Slopes",VK2/SW-072,511,1677,148.1738,-35.0887,148.17380,-35.08870,2,0,01/09/2013,31/12/2099,0,,
VK2/SW-073,"Australia - NSW","South West Slopes","Talbingo Mountain",1377,4518,148.3326,-35.6127,148.33260,-35.61270,8,3,01/12/2014,31/12/2099,9,13/12/2017,VK2QR
VK2/SW-074,"Australia - NSW","South West Slopes","Bramina Range",1264,4147,148.7015,-35.357,148.70151,-35.35700,8,3,01/12/2014,31/12/2099,3,25/04/2021,VK1AD/2
VK2/SY-001,"Australia - NSW",Sydney,Canoelands,278,912,151.0691,-33.4979,151.06911,-33.49790,1,0,01/09/2013,31/12/2099,66,29/04/2026,VK/ZL2AJ
VK2/SY-002,"Australia - NSW",Sydney,"Riley's Mountain",252,827,150.6295,-33.8068,150.62950,-33.80680,1,0,01/09/2013,31/12/2099,46,10/01/2026,N6EKO
VK2/UW-001,"Australia - NSW","Upper Western","Mount Gunderbooka",495,1624,145.6868,-30.5945,145.68680,-30.59450,1,0,01/09/2013,31/12/2099,1,15/10/2020,VK2JDL/P
VK2/UW-002,"Australia - NSW","Upper Western","Mount Robe",468,1535,141.3271,-31.6562,141.32710,-31.65620,1,0,01/09/2013,31/12/2099,1,18/08/2016,VK2YW/P
VK2/UW-003,"Australia - NSW","Upper Western","Cotaraundee Range",441,1447,142.6216,-30.8935,142.62160,-30.89350,1,0,01/09/2013,31/12/2099,0,,
VK2/UW-004,"Australia - NSW","Upper Western","Mount Booroondarra",438,1437,145.3118,-31.0862,145.31180,-31.08620,1,0,01/09/2013,31/12/2099,0,,
VK2/UW-005,"Australia - NSW","Upper Western","Red Hills",420,1378,142.6444,-31.0829,142.64439,-31.08290,1,0,01/09/2013,31/12/2099,0,,
VK2/UW-006,"Australia - NSW","Upper Western","Coronga Peak",406,1332,146.2620,-30.9322,146.26199,-30.93220,1,0,01/09/2013,31/12/2099,0,,
VK2/UW-007,"Australia - NSW","Upper Western","North Barrier",403,1322,141.4462,-31.0804,141.44620,-31.08040,1,0,01/09/2013,31/12/2099,1,22/08/2015,VK2YW/P
VK2/UW-008,"Australia - NSW","Upper Western","Koonenberry Mountain",402,1319,142.3192,-30.5304,142.31920,-30.53040,1,0,01/09/2013,31/12/2099,0,,
VK2/UW-009,"Australia - NSW","Upper Western","Mount Wammiga",367,1204,145.7617,-30.7078,145.76170,-30.70780,1,0,01/09/2013,31/12/2099,0,,
VK2/UW-010,"Australia - NSW","Upper Western","Scropes Range",356,1168,142.4348,-31.7914,142.43480,-31.79140,1,0,01/09/2013,31/12/2099,0,,
VK2/UW-011,"Australia - NSW","Upper Western",Glass,340,1115,145.0679,-30.8057,145.06790,-30.80570,1,0,01/09/2013,31/12/2099,0,,
VK2/UW-012,"Australia - NSW","Upper Western","Mount Shannon",331,1086,141.5630,-29.9128,141.56300,-29.91280,1,0,01/09/2013,31/12/2099,0,,
VK2/UW-013,"Australia - NSW","Upper Western","Mount Deerina",314,1030,145.1551,-30.7218,145.15511,-30.72180,1,0,01/09/2013,31/12/2099,0,,
VK2/UW-014,"Australia - NSW","Upper Western","Mount Oxley",312,1024,146.2402,-30.1992,146.24020,-30.19920,1,0,01/09/2013,31/12/2099,2,25/04/2022,VK2KEV
VK2/UW-015,"Australia - NSW","Upper Western","Mount Macpherson",275,902,144.0136,-31.0182,144.01360,-31.01820,1,0,01/09/2013,31/12/2099,0,,
